name,image_url,category,price,stock,description
Track Pants with Contrast Taping,https://assets.ajio.com/medias/sys_master/root/20210211/7h9g/602427e8f997dd5c40ed2c3d/-286Wx359H-441031716-darkgrey-MODEL.jpg,Men,499,100,Track Pants with Contrast Taping
Quickdry Unlined Running Windbreaker Jacket,https://assets.ajio.com/medias/sys_master/root/20201225/uTHR/5fe610a2aeb2694fd3000aa6/-286Wx359H-441110840-jetblack-MODEL.jpg,Men,999,100,Quickdry Unlined Running Windbreaker Jacket
Striped Crew-Neck Sweatshirt,https://assets.ajio.com/medias/sys_master/root/20210722/xw8j/60f8744ef997ddb31230d7c1/-286Wx359H-441124533-maroon-MODEL.jpg,Men,"1,049",100,Striped Crew-Neck Sweatshirt
Typographic Print Polo T-shirt,https://assets.ajio.com/medias/sys_master/root/20210316/rV8f/604fb3b17cdb8c1f14633b48/-286Wx359H-441118121-white-MODEL.jpg,Men,799,100,Typographic Print Polo T-shirt
Track Pants with Elasticated Drawstring Waist,https://assets.ajio.com/medias/sys_master/root/20220322/oQy1/6238cd91aeb26921afe92b68/-286Wx359H-441134820-jetblack-MODEL.jpg,Men,"1,499",100,Track Pants with Elasticated Drawstring Waist
Striped Polo T-shirt with Placement Applique,https://assets.ajio.com/medias/sys_master/root/20210714/Pq9z/60ede5c8aeb269a9e3424eef/-286Wx359H-441123992-white-MODEL.jpg,Men,799,100,Striped Polo T-shirt with Placement Applique
Checked Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20211019/Vc2f/616de487aeb26901109b2a4a/-286Wx359H-441123944-aquablue-MODEL.jpg,Men,999,100,Checked Shirt with Patch Pocket
Washed Denim Slim Fit Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20210403/Z7oi/60686ba57cdb8c1f14756cb4/-286Wx359H-461118849-blue-MODEL.jpg,Men,"2,499",100,Washed Denim Slim Fit Shirt with Patch Pocket
Printed Polo T-shirt,https://assets.ajio.com/medias/sys_master/root/20220224/NzRC/621685d9aeb26921afb2fed5/-286Wx359H-441137508-maroon-MODEL.jpg,Men,699,100,Printed Polo T-shirt
Printed Polo T-shirt,https://assets.ajio.com/medias/sys_master/root/20220322/bz8Y/6238d3e0aeb26921afe94cd3/-286Wx359H-441137508-teal-MODEL.jpg,Men,699,100,Printed Polo T-shirt
512 Light-Wash Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20211208/60T5/61afb4bef997ddf8f1423efe/-286Wx359H-460977767-blue-MODEL.jpg,Men,"2,799",100,512 Light-Wash Slim Fit Jeans
Slim Fit Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20210420/H6Fy/607eccadaeb269a9e397252c/-286Wx359H-462323964-burgundy-MODEL.jpg,Men,"1,849",100,Slim Fit Shirt with Patch Pocket
Mid-Wash Slim-Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20220111/gHES/61dca3e6aeb2695cdd0d908c/-286Wx359H-469084023-blue-MODEL.jpg,Men,"2,899",100,Mid-Wash Slim-Fit Jeans
Sports Shorts with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20220408/swzj/624f3720f997dd03e24df374/-286Wx359H-441134790-grey-MODEL.jpg,Men,799,100,Sports Shorts with Insert Pockets
Zip-Front Puffer Jacket with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20210615/K0Ca/60c7b263aeb269a9e3e7824d/-286Wx359H-441120416-black-MODEL.jpg,Men,"1,999",100,Zip-Front Puffer Jacket with Insert Pockets
Joggers with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20220308/t2l6/62267542f997dd03e2062a70/-286Wx359H-469037409-black-MODEL.jpg,Men,"1,999",100,Joggers with Insert Pockets
Joggers with Zip Pockets,https://assets.ajio.com/medias/sys_master/root/20211006/mb6L/615dd879f997ddce89042b1d/-286Wx359H-441120675-olive-MODEL.jpg,Men,999,100,Joggers with Zip Pockets
Checked Slim Fit Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20210316/s4Bw/604fb596aeb26969818650c5/-286Wx359H-460698926-navy-MODEL.jpg,Men,"1,749",100,Checked Slim Fit Shirt with Patch Pocket
Textured Flat-Front Trousers,https://assets.ajio.com/medias/sys_master/root/20210323/Xx9V/6059e4ad7cdb8c1f146b74e7/-286Wx359H-441119382-stone-MODEL.jpg,Men,"1,499",100,Textured Flat-Front Trousers
Full Sleeves Slim Fit Shirt,https://assets.ajio.com/medias/sys_master/root/20210403/KgPK/6068d76caeb269a9e339ec3a/-286Wx359H-462103975-white-MODEL.jpg,Men,"1,849",100,Full Sleeves Slim Fit Shirt
Checked Slim Fit Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20210316/b312/604fbdfbf997dd5c40118fc5/-286Wx359H-460699015-white-MODEL.jpg,Men,"1,749",100,Checked Slim Fit Shirt with Patch Pocket
Colorblock Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20211202/gpRx/61a7c291f997ddf8f12c4fb4/-286Wx359H-441133214-navy-MODEL.jpg,Men,549,100,Colorblock Crew-Neck T-shirt
Typographic Print Shorts with Slip Pockets,https://assets.ajio.com/medias/sys_master/root/20220528/qxLo/629159afaeb26921afeecd44/-286Wx359H-441113672-grey-MODEL.jpg,Men,499,100,Typographic Print Shorts with Slip Pockets
Washed Distressed Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20200918/eQeI/5f63be6af997dd8c8341d3eb/-286Wx359H-460698976-blue-MODEL.jpg,Men,"1,999",100,Washed Distressed Slim Fit Jeans
Flat-Front City Shorts,https://assets.ajio.com/medias/sys_master/root/20210814/Z8Vy/6116c0c27cdb8cb824f757b1/-286Wx359H-441124430-stone-MODEL.jpg,Men,899,100,Flat-Front City Shorts
Checked Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20210629/tfw9/60da45a5aeb269a9e32ec03d/-286Wx359H-441123884-khaki-MODEL.jpg,Men,999,100,Checked Shirt with Patch Pocket
Cropped Slim Chinos with Slip Pockets,https://assets.ajio.com/medias/sys_master/root/20211123/KOZN/619c034aaeb2690110d15070/-286Wx359H-441131542-white-MODEL.jpg,Men,"1,299",100,Cropped Slim Chinos with Slip Pockets
Lightly Washed Distressed Slim Jeans ,https://assets.ajio.com/medias/sys_master/root/20220425/f2qH/62669463f997dd03e27df699/-286Wx359H-461339973-blue-MODEL.jpg,Men,"1,899",100,Lightly Washed Distressed Slim Jeans 
Checked Slim Fit Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20200827/5Wky/5f4769a8f997dd6918abfef9/-286Wx359H-460698892-white-MODEL.jpg,Men,"1,749",100,Checked Slim Fit Shirt with Patch Pocket
Typographic Print Round-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20220408/XggG/624f2e37aeb26921af114054/-286Wx359H-441134822-tintblue-MODEL.jpg,Men,599,100,Typographic Print Round-Neck T-shirt
Shirt with Band Collar,https://assets.ajio.com/medias/sys_master/root/20210323/QM95/6059e5977cdb8c1f146b7695/-286Wx359H-441119791-khaki-MODEL.jpg,Men,999,100,Shirt with Band Collar
Solid Collar Neck Polo T-shirt,https://assets.ajio.com/medias/sys_master/root/20211001/aXhC/61566852f997ddce89ea35f2/-286Wx359H-463026924-navy-MODEL.jpg,Men,449,100,Solid Collar Neck Polo T-shirt
Typographic Print Shorts with Slip Pockets,https://assets.ajio.com/medias/sys_master/root/20220429/meXM/626c0df2f997dd03e28b02bc/-286Wx359H-441113672-olive-MODEL.jpg,Men,499,100,Typographic Print Shorts with Slip Pockets
Slim Fit Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20210415/3g45/60785a54f997dd7b64b30906/-286Wx359H-441120067-beige-MODEL.jpg,Men,"1,049",100,Slim Fit Shirt with Patch Pocket
Slim Fit 5-pocket Chinos,https://assets.ajio.com/medias/sys_master/root/20210913/q1h8/613f683eaeb269a26890b1c0/-286Wx359H-441124350-navy-MODEL.jpg,Men,"1,499",100,Slim Fit 5-pocket Chinos
Slim Fit Jeans with Whiskers,https://assets.ajio.com/medias/sys_master/root/20220224/HDix/62168f87f997dd03e2ebcb6a/-286Wx359H-469084068-blue-MODEL.jpg,Men,"2,899",100,Slim Fit Jeans with Whiskers
Flat-Front Chinos with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20210401/mPKj/6065e6747cdb8c1f14731f8c/-286Wx359H-441119384-olivegreen-MODEL.jpg,Men,"1,499",100,Flat-Front Chinos with Insert Pockets
Sports Shorts with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20220408/OfPC/624f4c34f997dd03e24e677f/-286Wx359H-441134790-darkblue-MODEL.jpg,Men,799,100,Sports Shorts with Insert Pockets
Hooded T-shirt with Crest Embroidery,https://assets.ajio.com/medias/sys_master/root/20210629/Q5vf/60da3efeaeb269a9e32e4e7b/-286Wx359H-441120446-blue-MODEL.jpg,Men,799,100,Hooded T-shirt with Crest Embroidery
Slim Fit Flat-Front Trousers with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20210814/izOi/6116d198f997ddce899ea1ae/-286Wx359H-441125999-olive-MODEL.jpg,Men,"1,499",100,Slim Fit Flat-Front Trousers with Insert Pockets
Skinny Fit Flat-Front Chinos,https://assets.ajio.com/medias/sys_master/root/20210811/mNNC/6113e8c0aeb269a2686f94b2/-286Wx359H-441127600-olive-MODEL.jpg,Men,"1,699",100,Skinny Fit Flat-Front Chinos
Striped Cropped Chinos with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20210407/WNCE/606cb586f997dd7b64a5bb3b/-286Wx359H-441119381-grey-MODEL.jpg,Men,"1,499",100,Striped Cropped Chinos with Insert Pockets
Full Sleeves Slim Fit Shirt,https://assets.ajio.com/medias/sys_master/root/20210420/ysv4/607ecd0caeb269a9e3972ab5/-286Wx359H-462323964-maroon-MODEL.jpg,Men,"1,849",100,Full Sleeves Slim Fit Shirt
Fastdry Active Raglan T-shirt,https://assets.ajio.com/medias/sys_master/root/20220125/3YgJ/61ef0a7baeb2695cdd2b1a2f/-286Wx359H-441135821-ltblue-MODEL.jpg,Men,599,100,Fastdry Active Raglan T-shirt
Cotton Polo T-shirt,https://assets.ajio.com/medias/sys_master/root/20220310/GSLG/6228f9ccf997dd03e209fe76/-286Wx359H-460971652-beige-MODEL.jpg,Men,"1,399",100,Cotton Polo T-shirt
Mid-Rise Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20220111/eytc/61dcb26eaeb2695cdd0e6945/-286Wx359H-469084020-blue-MODEL.jpg,Men,"2,799",100,Mid-Rise Slim Fit Jeans
Striped Polo T-shirt with Vented Hems,https://assets.ajio.com/medias/sys_master/root/20220407/BY9I/624df51faeb26921af0fc5a6/-286Wx359H-441137365-yellow-MODEL.jpg,Men,699,100,Striped Polo T-shirt with Vented Hems
Core Varsity Polo T-shirt with Contrast Tipping,https://assets.ajio.com/medias/sys_master/root/20220322/V40A/6238dd87f997dd03e2248011/-286Wx359H-441113673-mustard-MODEL.jpg,Men,499,100,Core Varsity Polo T-shirt with Contrast Tipping
Micro Print Panelled Shorts with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20210811/w3Ry/6113ec7faeb269a2686f9d14/-286Wx359H-441119485-grey-MODEL.jpg,Men,799,100,Micro Print Panelled Shorts with Insert Pockets
Striped Crew-Neck Full Sleeves Sweatshirt,https://assets.ajio.com/medias/sys_master/root/20211002/2hPE/6158118baeb2692b859ce156/-286Wx359H-441125688-navy-MODEL.jpg,Men,"1,049",100,Striped Crew-Neck Full Sleeves Sweatshirt
Micro Print Slim Fit Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20210316/Fmv3/604fb0db7cdb8c1f146334e5/-286Wx359H-460698959-olive-MODEL.jpg,Men,"1,749",100,Micro Print Slim Fit Shirt with Patch Pocket
Crew-Neck Sweatshirt with Ribbed Hems,https://assets.ajio.com/medias/sys_master/root/20210629/GNym/60da384daeb269a9e32de3ff/-286Wx359H-441124530-navy-MODEL.jpg,Men,"1,049",100,Crew-Neck Sweatshirt with Ribbed Hems
Contrasting Gold Logo Print Crew-Neck T-Shirt,https://assets.ajio.com/medias/sys_master/root/20220128/lExX/61f2f9d9aeb2695cdd33ce32/-286Wx359H-410310249-02dx-MODEL.jpg,Men,"6,999",100,Contrasting Gold Logo Print Crew-Neck T-Shirt
Pack of 3 Sleeveless Vests with Contrast Pocket,https://assets.ajio.com/medias/sys_master/root/20220301/bObT/621e11bbaeb26921afbec797/-286Wx359H-461767456-multi-MODEL.jpg,Men,"2,097",100,Pack of 3 Sleeveless Vests with Contrast Pocket
Quick-Dry Panelled Round-Neck Training T-shirt,https://assets.ajio.com/medias/sys_master/root/20220429/wjD4/626c1b0df997dd03e28b4e18/-286Wx359H-441134785-offwhite-MODEL.jpg,Men,599,100,Quick-Dry Panelled Round-Neck Training T-shirt
Mid-Wash Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20220408/SMfc/62505b1daeb26921af13c16d/-286Wx359H-469084015-grey-MODEL.jpg,Men,"2,899",100,Mid-Wash Slim Fit Jeans
Printed Slim Fit Shirt,https://assets.ajio.com/medias/sys_master/root/20210909/f2bb/6139fe9daeb269a2688fbbb2/-286Wx359H-460552789-black-MODEL.jpg,Men,"2,099",100,Printed Slim Fit Shirt
Heathered Cotton Henley T-shirt,https://assets.ajio.com/medias/sys_master/root/20210706/eSPy/60e36095f997ddb3121b89a8/-286Wx359H-441116603-blue-MODEL.jpg,Men,799,100,Heathered Cotton Henley T-shirt
Checked Slim Fit Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20210316/wzK4/604faf057cdb8c1f14633074/-286Wx359H-460436270-mustard-MODEL.jpg,Men,"1,749",100,Checked Slim Fit Shirt with Patch Pocket
Checked Button-Down Collar Slim-Fit Shirt,https://assets.ajio.com/medias/sys_master/root/20210403/7aDb/60689ba9f997dd7b6461f34f/-286Wx359H-462108441-blue-MODEL.jpg,Men,"2,499",100,Checked Button-Down Collar Slim-Fit Shirt
Fastdry Active Panelled Track Pants,https://assets.ajio.com/medias/sys_master/root/20220208/IRGV/62017bbfaeb26921af8d8d93/-286Wx359H-441128505-ltgrey-MODEL.jpg,Men,799,100,Fastdry Active Panelled Track Pants
Slim Fit Jeans with Whiskers,https://assets.ajio.com/medias/sys_master/root/20220224/RxOo/62169bccf997dd03e2ec3446/-286Wx359H-469084069-blue-MODEL.jpg,Men,"2,899",100,Slim Fit Jeans with Whiskers
Track Pants with Contrast Panels,https://assets.ajio.com/medias/sys_master/root/20210714/504b/60edde49aeb269a9e34236d5/-286Wx359H-441123113-offwhite-MODEL.jpg,Men,899,100,Track Pants with Contrast Panels
Polo T-shirt with Signature Branding,https://assets.ajio.com/medias/sys_master/root/h24/heb/10247823982622/-286Wx359H-440762638-red-OUTFIT.jpg,Men,499,100,Polo T-shirt with Signature Branding
Tapered Fit Flat-Front Trousers,https://assets.ajio.com/medias/sys_master/root/20220530/LhVj/629484d3aeb26921aff1acc3/-286Wx359H-441140128-black-MODEL.jpg,Men,"1,599",100,Tapered Fit Flat-Front Trousers
Striped Briefs with Elasticated Waistband,https://assets.ajio.com/medias/sys_master/root/20210211/tkIm/602430de7cdb8c1f143c74b2/-286Wx359H-441114943-indigo-MODEL.jpg,Men,259,100,Striped Briefs with Elasticated Waistband
Mid-Rise Washed Cropped Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20211228/S1Xx/61ca2ea0aeb26901101f13d2/-286Wx359H-441209114-indigo-MODEL.jpg,Men,"2,399",100,Mid-Rise Washed Cropped Slim Fit Jeans
Fastdry Active Polo T-shirt,https://assets.ajio.com/medias/sys_master/root/20211202/2iqk/61a7d311f997ddf8f12cd0b2/-286Wx359H-441135449-ltblue-MODEL.jpg,Men,799,100,Fastdry Active Polo T-shirt
Slim Fit Flat-Front Chinos,https://assets.ajio.com/medias/sys_master/root/20210409/8zPv/606f581df997dd7b64a811a0/-286Wx359H-441116324-darkblue-MODEL.jpg,Men,"1,299",100,Slim Fit Flat-Front Chinos
Printed Polo T-shirt with Vented Hemline,https://assets.ajio.com/medias/sys_master/root/20210407/xDIi/606cb1dbaeb269a9e385e4be/-286Wx359H-441117496-bluemelange-MODEL.jpg,Men,699,100,Printed Polo T-shirt with Vented Hemline
Striped Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20210810/fmsp/61118a24aeb269a2686cad7d/-286Wx359H-441123881-navy-MODEL.jpg,Men,999,100,Striped Shirt with Patch Pocket
Mid-Wash Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20220208/MoDk/620171f3f997dd03e2c4868f/-286Wx359H-469079349-blue-MODEL.jpg,Men,"2,499",100,Mid-Wash Slim Fit Jeans
Lightly Washed Denim Shorts with Drawstring,https://assets.ajio.com/medias/sys_master/root/20211210/f7YC/61b34b2df997ddf8f14b7ad9/-286Wx359H-441124412-grey-MODEL.jpg,Men,999,100,Lightly Washed Denim Shorts with Drawstring
Logo Print Regular Fit T-shirt,https://assets.ajio.com/medias/sys_master/root/20210920/ggUm/6148af7caeb269a26899b1c0/-286Wx359H-410223786-black-MODEL.jpg,Men,"4,999",100,Logo Print Regular Fit T-shirt
Mid-Wash Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20220211/ESD6/62055e1baeb26921af928ebc/-286Wx359H-469084011-blue-MODEL.jpg,Men,"2,899",100,Mid-Wash Slim Fit Jeans
Striped Slim Fit Polo T-shirt with Cutaway Collar,https://assets.ajio.com/medias/sys_master/root/20210904/ZA4M/613278237cdb8cb824167394/-286Wx359H-441121560-maroon-MODEL.jpg,Men,699,100,Striped Slim Fit Polo T-shirt with Cutaway Collar
Flat-Front Tapered Chinos,https://assets.ajio.com/medias/sys_master/root/20210316/VVuE/6050cd66aeb269698187f233/-286Wx359H-441116326-jetblack-MODEL.jpg,Men,"1,299",100,Flat-Front Tapered Chinos
Slim Fit Flat-Front Trousers,https://assets.ajio.com/medias/sys_master/root/20211228/xP2e/61ca0ccff997ddf8f1632451/-286Wx359H-441137061-khaki-MODEL.jpg,Men,999,100,Slim Fit Flat-Front Trousers
Quickdry Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20210601/oaZ1/60b53a1ef997ddb312af3d8d/-286Wx359H-441120189-mediumblue-MODEL.jpg,Men,599,100,Quickdry Crew-Neck T-shirt
Logo Print T-shirt with Crew-Neck,https://assets.ajio.com/medias/sys_master/root/20211014/eLaw/61682645aeb269011092a605/-286Wx359H-469019704-black-MODEL.jpg,Men,"1,499",100,Logo Print T-shirt with Crew-Neck
Printed Skinny Shorts with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20210720/iXsL/60f6f98cf997ddb3122f436d/-286Wx359H-441124703-khaki-MODEL.jpg,Men,899,100,Printed Skinny Shorts with Insert Pockets
Polo T-shirt with Signature Branding,https://assets.ajio.com/medias/sys_master/root/hc9/h5f/10247840628766/-286Wx359H-440762638-coral-OUTFIT.jpg,Men,499,100,Polo T-shirt with Signature Branding
Knitted Crew-Neck Pullover,https://assets.ajio.com/medias/sys_master/root/20210824/xrzR/6123fd5a7cdb8cb82402a785/-286Wx359H-441125578-mustard-MODEL.jpg,Men,"1,299",100,Knitted Crew-Neck Pullover
Checked Cotton Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20210722/CNch/60f8702ef997ddb31230c747/-286Wx359H-441116849-mediumblue-MODEL.jpg,Men,999,100,Checked Cotton Shirt with Patch Pocket
Lightly Washed Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20200924/OcRb/5f6b960baeb269d563c9801d/-286Wx359H-460733303-blue-MODEL.jpg,Men,"1,999",100,Lightly Washed Slim Fit Jeans
Colourblock Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20220427/1HgM/62685c8bf997dd03e2840732/-286Wx359H-441134785-jetblack-MODEL.jpg,Men,599,100,Colourblock Crew-Neck T-shirt
Printed Slim Fit Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20210316/cO4f/604fae917cdb8c1f14632f54/-286Wx359H-460698954-white-MODEL.jpg,Men,"1,749",100,Printed Slim Fit Shirt with Patch Pocket
512 Light-Washed Slim Tapered Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20220311/aT4S/622a596aaeb26921afd25ce0/-286Wx359H-469100653-black-MODEL.jpg,Men,"3,699",100,512 Light-Washed Slim Tapered Fit Jeans
Training Core Sport Joggers with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20210309/XKsP/6046be43aeb26969817c60c0/-286Wx359H-410277546-02a-MODEL.jpg,Men,"4,999",100,Training Core Sport Joggers with Insert Pockets
Striped Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20210316/gsVL/604faf80f997dd5c401152d1/-286Wx359H-441119689-blue-MODEL.jpg,Men,499,100,Striped Crew-Neck T-shirt
Solid Cotton Polo T-shirt,https://assets.ajio.com/medias/sys_master/root/20220531/2jLA/62957b6baeb26921affa7068/-286Wx359H-441024764-black-MODEL.jpg,Men,699,100,Solid Cotton Polo T-shirt
Striped Polo T-shirt with Contrast Tipping,https://assets.ajio.com/medias/sys_master/root/20220322/pSit/6238d6feaeb26921afe959ca/-286Wx359H-441137363-blue-MODEL.jpg,Men,699,100,Striped Polo T-shirt with Contrast Tipping
Striped Shirt with Band Collar,https://assets.ajio.com/medias/sys_master/root/20210316/aQFL/604fb4a97cdb8c1f14633d99/-286Wx359H-441119301-khaki-MODEL.jpg,Men,999,100,Striped Shirt with Band Collar
Fastdry Active Polo T-shirt,https://assets.ajio.com/medias/sys_master/root/20211210/OTgq/61b35b9eaeb269011007dec5/-286Wx359H-441135449-darkblue-MODEL.jpg,Men,799,100,Fastdry Active Polo T-shirt
Mid-Rise Washed Slim Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20211009/Zkz6/61610103aeb2692b85bef827/-286Wx359H-441192130-indigo-MODEL.jpg,Men,"1,599",100,Mid-Rise Washed Slim Fit Jeans
Striped Cotton Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20210831/zxqo/612d3e2b7cdb8cb8240daf79/-286Wx359H-441123871-red-MODEL.jpg,Men,999,100,Striped Cotton Shirt with Patch Pocket
Heathered Crew-Neck Full Sleeves Sweatshirt,https://assets.ajio.com/medias/sys_master/root/20210824/lDIh/61240907aeb269a2687b086a/-286Wx359H-441123697-blue-MODEL.jpg,Men,899,100,Heathered Crew-Neck Full Sleeves Sweatshirt
Varsity Waffle Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20210316/MXDx/604fac35aeb2696981863c22/-286Wx359H-441118460-navy-MODEL.jpg,Men,699,100,Varsity Waffle Crew-Neck T-shirt
Washed Skinny Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20220212/upok/6206be24f997dd03e2ccc1ed/-286Wx359H-469079321-blue-MODEL.jpg,Men,"1,999",100,Washed Skinny Fit Jeans
